Listing of Port and Protocol, with known attacks. 13-May-03

A frequent visitor sent me the following table:
     Port  Protocol    Keyword                  D e s c r i p t i o n
  2394     tcp         ms-olap2                 MS OLAP 2 
  2394     udp         ms-olap2                 MA OLAP 2 
  2395     tcp         lan900_remote            LAN900 Remote 
  2395     udp         lan900_remote            LAN900 Remote 
  2396     tcp         wusage                   Wusage 
  2396     udp         wusage                   Wusage 
  2397     tcp         ncl                      NCL 
  2397     udp         ncl                      NCL 
  2398     tcp         orbiter                  Orbiter 
  2398     udp         orbiter                  Orbiter 
  2399     tcp         fmpro-fdal               FileMaker  Inc. - Data Access Layer 
  2399     udp         fmpro-fdal               FileMaker  Inc. - Data Access Layer 
  2400     tcp         opequus-server           OpEquus Server 
  2400     tcp         Portd                    [trojan] Portd 
  2400     udp         opequus-server           OpEquus Server 
  2401     tcp         cvspserver               CVS network server 
  2401     udp         cvspserver               CVS network server 
  2402     tcp         taskmaster2000           TaskMaster 2000 Server 
  2402     udp         taskmaster2000           TaskMaster 2000 Server 
  2403     tcp         taskmaster2000           TaskMaster 2000 Web 
  2403     udp         taskmaster2000           TaskMaster 2000 Web 
  2404     tcp         iec870-5-104             IEC870-5-104 
  2404     udp         iec870-5-104             IEC870-5-104 
  2405     tcp         Trc-netpoll              TrC Netpoll 
  2405     udp         Trc-netpoll              TrC Netpoll 
  2406     tcp         jediserver               JediServer 
  2406     udp         jediserver               JediServer 
  2407     tcp         orion                    Orion 
  2407     udp         orion                    Orion 
  2408     tcp         optimanet                OptimaNet 
  2408     udp         optimanet                OptimaNet 
  2409     tcp         sns-protocol             SNS Protocol 
  2409     udp         sns-protocol             SNS Protocol 
  2410     tcp         vrts-registry            VRTS Registry 
  2410     udp         vrts-registry            VRTS Registry 
  2411     tcp         netwave-ap-mgmt          Netwave AP Management 
  2411     udp         netwave-ap-mgmt          Netwave AP Management 
  2412     tcp         cdn                      CDN 
  2412     udp         cdn                      CDN 
  2413     tcp         orion-rmi-reg            orion-rmi-reg 
  2413     udp         orion-rmi-reg            orion-rmi-reg 
  2414     tcp         beeyond                  Beeyond 
  2414     udp         beeyond                  Beeyond 
  2415     tcp         comtest                  COMTEST 
  2415     udp         comtest                  COMTEST 
  2416     tcp         rmtserver                RMT Server 
  2416     udp         rmtserver                RMT Server 
  2417     tcp         composit-server          Composit Server 
  2417     udp         composit-server          Composit Server 
  2418     tcp         cas                      cas 
  2418     udp         cas                      cas 
  2419     tcp         attachmate-s2s           Attachmate S2S 
  2419     udp         attachmate-s2s           Attachmate S2S 
  2420     tcp         dslremote-mgmt           DSL Remote Management 
  2420     udp         dslremote-mgmt           DSL Remote Management 
  2421     tcp         g-talk                   G-Talk 
  2421     udp         g-talk                   G-Talk 
  2422     tcp         crmsbits                 CRMSBITS 
  2422     udp         crmsbits                 CRMSBITS 
  2423     tcp         rnrp                     RNRP 
  2423     udp         rnrp                     RNRP 
  2424     tcp         kofax-svr                KOFAX-SVR 
  2424     udp         kofax-svr                KOFAX-SVR 
  2425     tcp         fjitsuappmgr             Fujitsu App Manager 
  2425     udp         fjitsuappmgr             Fujitsu App Manager 
  2426     tcp         applianttcp              Appliant TCP 
  2426     udp         appliantudp              Appliant UDP 
  2427     tcp         mgcp-gateway             Media Gateway Control Protocol Gateway 
  2427     udp         mgcp-gateway             Media Gateway Control Protocol Gateway 
  2428     tcp         ott                      One Way Trip Time 
  2428     udp         ott                      One Way Trip Time 
  2429     tcp         ft-role                  FT-ROLE 
  2429     udp         ft-role                  FT-ROLE 
  2430     tcp         venus                    venus 
  2430     udp         venus                    venus 
  2431     tcp         venus-se                 venus-se 
  2431     udp         venus-se                 venus-se 
  2432     tcp         codasrv                  codasrv 
  2432     udp         codasrv                  codasrv 
  2433     tcp         codasrv-se               codasrv-se 
  2433     udp         codasrv-se               codasrv-se 
  2434     tcp         pxc-epmap                pxc-epmap 
  2434     udp         pxc-epmap                pxc-epmap 
  2435     tcp         optilogic                OptiLogic 
  2435     udp         optilogic                OptiLogic 
  2436     tcp         topx                     TOP X 
  2436     udp         topx                     TOP X 
  2437     tcp         unicontrol               UniControl 
  2437     udp         unicontrol               UniControl 
  2438     tcp         msp                      MSP 
  2438     udp         msp                      MSP 
  2439     tcp         sybasedbsynch            SybaseDBSynch 
  2439     udp         sybasedbsynch            SybaseDBSynch 
  2440     tcp         spearway                 Spearway Lockers 
  2440     udp         spearway                 Spearway Lockser 
  2441     tcp         pvsw-inet                pvsw-inet 
  2441     udp         pvsw-inet                pvsw-inet 
  2442     tcp         netangel                 Netangel 
  2442     udp         netangel                 Netangel 
  2443     tcp         powerclientcsf           PowerClient Central Storage Facility 
  2443     udp         powerclientcsf           PowerClient Central Storage Facility 
  2444     tcp         btpp2sectrans            BT PP2 Sectrans 
  2444     udp         btpp2sectrans            BT PP2 Sectrans 
  2445     tcp         dtn1                     DTN1 
  2445     udp         dtn1                     DTN1 
  2446     tcp         bues_service             bues_service 
  2446     udp         bues_service             bues_service 
  2447     tcp         ovwdb                    OpenView NNM daemon 
  2447     udp         ovwdb                    OpenView NNM daemon 
  2448     tcp         hpppssvr                 hpppsvr 
  2448     udp         hpppssvr                 hpppsvr 
  2449     tcp         ratl                     RATL 
  2449     udp         ratl                     RATL 
  2450     tcp         netadmin                 netadmin 
